distractor_cross.started,distractor_cross.stopped,distractor_cross_press_space.keys,distractor_cross_press_space.rt,distractor_cross_press_space.started,distractor_cross_press_space.stopped,participant,session,group,university,date,expName,psychopyVersion,frameRate,
97.871371599962,None,space,1045.0697145999875,97.871371599962,None,2102_T1,001,1,2,2022_Mar_25_1636,task_complete_blocked_LC_updated,2021.2.3,60.348937586555856,
