stimImg,taskType,audTrial,letter,correctResponse,encode_trials1.thisRepN,encode_trials1.thisTrialN,encode_trials1.thisN,encode_trials1.thisIndex,encode_trials2.thisRepN,encode_trials2.thisTrialN,encode_trials2.thisN,encode_trials2.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,encode_trials3.thisRepN,encode_trials3.thisTrialN,encode_trials3.thisN,encode_trials3.thisIndex,button_check_1.started,button_check_1.stopped,button_check_resp_1.keys,button_check_resp_1.rt,button_check_resp_1.started,button_check_resp_1.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,wait_text.started,wait_text.stopped,scanner_pulse.keys,scanner_pulse.rt,scanner_pulse.started,scanner_pulse.stopped,Trial_cue_onset,instruction.started,instruction.stopped,image_3.started,image_3.stopped,in_.started,in_.stopped,source_cue.started,source_cue.stopped,fixation.started,fixation.stopped,Response_cue_onset,rating.started,rating.stopped,text.started,text.stopped,rating_resp.keys,rating_resp.started,rating_resp.stopped,text_16.started,text_16.stopped,instruc.started,instruc.stopped,distractor_task.started,distractor_task.stopped,distractor_task_resp.keys,distractor_task_resp.corr,distractor_task_resp.started,distractor_task_resp.stopped,flicker.started,flicker.stopped,end_screen.started,end_screen.stopped,spacebar_press.keys,spacebar_press.rt,spacebar_press.started,spacebar_press.stopped,one_moment.started,one_moment.stopped,participant,session,group,university,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,13.742578000004869,None,1,1.8177863000018988,13.742578000004869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.571767900022678,None,2,0.3368076999904588,15.571767900022678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.921971000003396,None,3,0.33826970000518486,15.921971000003396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.275886000017636,None,4,0.6003797999874223,16.275886000017636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.888506100018276,None,5,0.8077940999937709,16.888506100018276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/ACANDLE30.jpg,SPACE,0,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700020559132099e-06,17.726471800007857,19.734362000017427,17.726471800007857,19.734362000017427,18.726137300021946,19.734362000017427,18.726137300021946,19.734362000017427,19.72619190000114,None,5.997068500000751,23.718522100010887,None,23.718522100010887,None,None,23.718522100010887,None,29.718575900013093,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/Abeaver.jpg,SPACE,0,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.010690299997805,30.735721900011413,32.743049800017616,30.735721900011413,32.743049800017616,31.735216700006276,32.743049800017616,31.735216700006276,32.743049800017616,32.73491410000133,None,19.015007800015155,36.74003780001658,None,36.74003780001658,None,None,36.74003780001658,None,42.7392251000274,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/A_coin.jpg,SPACE,0,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.031269800005248,45.75204020002275,47.763905600004364,45.75204020002275,47.763905600004364,46.7520442000241,47.763905600004364,46.7520442000241,47.763905600004364,47.75619200000074,None,34.038046600006055,51.76075880002463,None,51.76075880002463,None,None,51.76075880002463,None,57.755607600003714,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/Acocktailumb4.jpg,SPACE,0,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.04975940001896,58.78249320000759,60.78938260002178,58.78249320000759,60.78938260002178,59.7902604000119,60.79759680002462,59.7902604000119,60.79759680002462,60.78083250002237,None,47.056411199999275,64.77717370001483,None,64.77717370001483,None,None,64.77717370001483,None,70.77770040000905,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/Aammonitefo14.jpg,SPACE,1,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.06622290000087,72.79490050001186,74.80644320001011,72.79490050001186,74.80644320001011,73.78999040002236,74.79834130001836,73.78999040002236,74.79834130001836,74.79834130001836,None,61.067748200002825,78.78969000000507,None,78.78969000000507,None,None,78.78969000000507,None,84.78547970001819,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/A56THUND4.jpg,SPACE,0,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.07738410000456,87.80277160002152,89.8071361000184,87.80277160002152,89.8071361000184,88.79813960002502,89.80167210000218,88.79813960002502,89.80167210000218,89.79363070000545,None,76.08416210001451,93.80647670000326,None,93.80647670000326,None,None,93.80647670000326,None,99.81100710001192,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/ADRYWOOD.jpg,SPACE,0,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.10429920000024,100.83361430000514,102.84397370001534,100.83361430000514,102.84397370001534,101.83632050000597,102.84397370001534,101.83632050000597,102.84397370001534,102.836343700008,None,89.11563140002545,106.84034680001787,None,106.84034680001787,None,None,106.84034680001787,None,112.82696630002465,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/Abottleofbat2.jpg,SPACE,1,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.114269600017,113.83615660000942,115.84366290000617,113.83615660000942,115.84366290000617,114.8313627000025,115.83519540002453,114.8313627000025,115.83519540002453,115.83519540002453,None,102.12141340001835,119.83985330001451,None,119.83985330001451,None,None,119.83985330001451,None,125.83543730000383,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
stimulus_images/AARCCHAR2.jpg,SPACE,0,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.12634909999906,127.84873150000931,129.85662530001719,127.84873150000931,129.85662530001719,128.8439371000277,129.84834520000732,128.8439371000277,129.84834520000732,129.84834520000732,None,116.1338456000085,133.85228780002217,None,133.85228780002217,None,None,133.85228780002217,None,139.8512264000019,None,,,,,,,,,,,,,,,,,,,999,001,1,1,2022_Jan_30_1525,task_complete_blocked_LC_updated,2021.2.3,243.36407010473582,
