encode_trials1.thisRepN,encode_trials1.thisTrialN,encode_trials1.thisN,encode_trials1.thisIndex,stimImg,taskType,audTrial,button_check_1.started,button_check_1.stopped,button_check_resp_1.keys,button_check_resp_1.rt,button_check_resp_1.started,button_check_resp_1.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,wait_text.started,wait_text.stopped,scanner_pulse.keys,scanner_pulse.rt,scanner_pulse.started,scanner_pulse.stopped,Trial_cue_onset,instruction.started,instruction.stopped,image_3.started,image_3.stopped,in_.started,in_.stopped,source_cue.started,source_cue.stopped,fixation.started,fixation.stopped,Response_cue_onset,rating.started,rating.stopped,text.started,text.stopped,rating_resp.keys,rating_resp.started,rating_resp.stopped,participant,session,group,university,run,date,expName,psychopyVersion,frameRate,
,,,,,,,15.435910000000149,None,1,1.1537789999856614,15.435910000000149,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2,2022_Jan_30_1535,task_complete_blocked_LC_updated,2021.2.3,238.71020116853052,
,,,,,,,,,,,,,16.605432999989716,None,2,0.5327259000041522,16.605432999989716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2,2022_Jan_30_1535,task_complete_blocked_LC_updated,2021.2.3,238.71020116853052,
,,,,,,,,,,,,,,,,,,,17.15136740001617,None,3,0.5704199000028893,17.15136740001617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2,2022_Jan_30_1535,task_complete_blocked_LC_updated,2021.2.3,238.71020116853052,
,,,,,,,,,,,,,,,,,,,,,,,,,17.738859600009164,None,4,0.35481059999438,17.738859600009164,None,,,,,,,,,,,,,,,,,,,,,,,,,,999,001,1,1,2,2022_Jan_30_1535,task_complete_blocked_LC_updated,2021.2.3,238.71020116853052,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11393630001112,None,5,0.868315999978222,18.11393630001112,None,,,,,,,,,,,,,,,,,,,,999,001,1,1,2,2022_Jan_30_1535,task_complete_blocked_LC_updated,2021.2.3,238.71020116853052,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7999922167509794e-06,19.014566300000297,21.017980200005695,19.014566300000297,21.017980200005695,20.010330099990824,21.017980200005695,20.010330099990824,21.017980200005695,21.00984710000921,None,5.996051399997668,25.002087400003802,None,25.002087400003802,None,None,25.002087400003802,None,,,,,,,,,,
